filename,relative_path,directory,size_bytes,last_modified,is_recent,is_today,status,notes,active_score,inactive_score,uncertain_score,import_count,function_count,class_count,line_count
embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\ngram\embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\ngram,4484,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,3,3,1,119
embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tfidf\embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\tfidf,3712,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,4,3,1,93
embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\transformer\embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\transformer,7368,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,6,3,1,183
corpus.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\corpus.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,7256,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,1,6,0,149
preprocessing.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\preprocessing.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,5069,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,5,3,1,168
similarity.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\similarity.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,1704,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,2,6,0,51
stemmer.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\stemmer.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,7097,2025-09-03 09:19:41,True,False,uncertain,no_imports,0,0,0,0,9,0,265
stopwords.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\stopwords.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,3648,2025-09-03 09:19:41,True,False,uncertain,no_imports,0,0,0,0,2,0,72
tokenize.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils\tokenize.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\utils,1669,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,3,5,0,56
embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\word_avg\embeddings.py,archive\old_tidyllm-vectorqa_sentence_backup_20250903\word_avg,4470,2025-09-03 09:19:41,True,False,uncertain,standard,0,0,0,3,3,1,120
smart_file_upload_app.py,scripts\smart_file_upload_app.py,scripts,12344,2025-09-02 18:40:17,True,False,uncertain,uncertain_patterns:1,2,0,1,10,1,1,285
demo_file_upload_app.py,scripts\demo_file_upload_app.py,scripts,11054,2025-09-02 18:22:24,True,False,uncertain,demo;uncertain_patterns:1,2,0,1,8,1,1,279
test_s3_file_upload.py,tidyllm\test_s3_file_upload.py,tidyllm,13956,2025-09-02 18:11:55,True,False,uncertain,test_file;uncertain_patterns:1,3,0,1,7,1,1,366
analyzer.py,tidyllm-x-template\tidyllm_{domain}\core\analyzer.py,tidyllm-x-template\tidyllm_{domain}\core,11390,2025-09-01 14:01:29,True,False,uncertain,standard,1,0,0,4,0,2,295
__init__.py,tidyllm-x-template\tidyllm_{domain}\__init__.py,tidyllm-x-template\tidyllm_{domain},1669,2025-09-01 14:00:07,True,False,uncertain,standard,0,0,0,2,2,0,61
debug_toc.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\advanced_analysis\debug_toc.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\advanced_analysis,2451,2025-09-01 08:28:08,True,False,uncertain,standard,1,0,0,2,1,0,63
heiros_streamlit_demo.py,scripts\heiros_streamlit_demo.py,scripts,32694,2025-09-01 06:23:58,True,False,uncertain,demo;uncertain_patterns:1,4,0,1,10,10,0,835
create_workflow_tables.py,scripts\create_workflow_tables.py,scripts,8807,2025-09-01 05:45:16,True,False,uncertain,uncertain_patterns:1,1,0,1,2,1,0,193
check_workflow_tables.py,scripts\check_workflow_tables.py,scripts,7365,2025-09-01 05:44:43,True,False,uncertain,uncertain_patterns:1,1,0,1,2,1,0,196
heiros_demo.py,scripts\heiros_demo.py,scripts,6696,2025-09-01 05:40:03,True,False,uncertain,demo,1,0,0,2,2,0,189
check_papers_columns.py,scripts\check_papers_columns.py,scripts,2136,2025-09-01 05:26:58,True,False,uncertain,uncertain_patterns:1,1,0,1,2,1,0,66
check_papers_database.py,scripts\check_papers_database.py,scripts,5390,2025-09-01 05:26:44,True,False,uncertain,uncertain_patterns:1,1,0,1,2,1,0,135
check_s3_papers.py,scripts\check_s3_papers.py,scripts,3807,2025-09-01 05:25:28,True,False,uncertain,uncertain_patterns:1,1,0,1,3,1,0,107
count_mlflow_tables.py,scripts\count_mlflow_tables.py,scripts,4192,2025-09-01 05:22:20,True,False,uncertain,uncertain_patterns:1,1,0,1,2,1,0,121
check_mlflow_history.py,scripts\check_mlflow_history.py,scripts,8392,2025-09-01 05:21:02,True,False,uncertain,uncertain_patterns:1,1,0,1,4,1,0,220
setup_mlflow_postgres.py,scripts\setup_mlflow_postgres.py,scripts,9339,2025-09-01 04:38:17,True,False,uncertain,standard,1,0,0,4,4,0,290
dag_manager.py,tidyllm-enterprise\tidyllm_enterprise\workflows\dag_manager.py,tidyllm-enterprise\tidyllm_enterprise\workflows,26767,2025-09-01 04:04:37,True,False,uncertain,standard,0,0,0,9,0,12,693
platform.py,tidyllm-enterprise\tidyllm_enterprise\platform.py,tidyllm-enterprise\tidyllm_enterprise,16529,2025-09-01 04:04:06,True,False,uncertain,standard,1,0,0,6,0,2,425
__init__.py,tidyllm-enterprise\tidyllm_enterprise\__init__.py,tidyllm-enterprise\tidyllm_enterprise,2692,2025-09-01 04:04:01,True,False,uncertain,no_functions_or_classes,1,0,0,6,0,0,96
__init__.py,tidyllm-enterprise\tidyllm_enterprise\analysis\__init__.py,tidyllm-enterprise\tidyllm_enterprise\analysis,1792,2025-09-01 04:03:43,True,False,uncertain,standard,0,0,0,1,0,2,54
unified_framework.py,tidyllm-enterprise\tidyllm_enterprise\frameworks\unified_framework.py,tidyllm-enterprise\tidyllm_enterprise\frameworks,19808,2025-09-01 04:01:37,True,False,uncertain,standard,0,0,0,4,1,5,454
__init__.py,tidyllm-enterprise\tidyllm_enterprise\frameworks\__init__.py,tidyllm-enterprise\tidyllm_enterprise\frameworks,679,2025-09-01 04:00:34,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,27
__init__.py,tidyllm-enterprise\tidyllm_enterprise\workflows\__init__.py,tidyllm-enterprise\tidyllm_enterprise\workflows,1295,2025-09-01 04:00:28,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,61
sparse_system.py,tidyllm-enterprise\tidyllm_enterprise\workflows\sparse_system.py,tidyllm-enterprise\tidyllm_enterprise\workflows,25037,2025-09-01 04:00:11,True,False,uncertain,standard,0,0,0,9,0,9,582
__init__.py,tidyllm-enterprise\tidyllm_enterprise\analysis\model_risk\__init__.py,tidyllm-enterprise\tidyllm_enterprise\analysis\model_risk,440,2025-09-01 03:57:52,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,14
standards.py,tidyllm-enterprise\tidyllm_enterprise\analysis\model_risk\standards.py,tidyllm-enterprise\tidyllm_enterprise\analysis\model_risk,9079,2025-09-01 03:57:47,True,False,uncertain,standard,0,0,0,3,0,2,200
embeddings_enhanced_qa.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\embeddings_enhanced_qa.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,9420,2025-09-01 02:07:37,True,False,uncertain,uncertain_patterns:1,2,0,1,5,1,1,252
qa_demo_simple.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\qa_demo_simple.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,4534,2025-09-01 02:02:11,True,False,uncertain,demo,1,0,0,3,0,1,121
qa_embeddings_demo.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\qa_embeddings_demo.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,9564,2025-09-01 01:58:11,True,False,uncertain,demo;uncertain_patterns:1,2,0,1,6,1,1,256
paper_repository.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\paper_repository.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,33259,2025-08-31 23:21:44,True,False,uncertain,uncertain_patterns:1,1,0,1,8,1,1,755
test_sync_fixed.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\test_sync_fixed.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,725,2025-08-31 22:37:59,True,False,uncertain,test_file;no_functions_or_classes,0,0,0,2,0,0,24
s3_session_manager.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\s3_session_manager.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,28001,2025-08-31 22:37:40,True,False,uncertain,uncertain_patterns:1,1,0,1,8,3,4,671
check_bucket_status.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\check_bucket_status.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,2197,2025-08-31 22:17:31,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,0,0,1,3,0,0,59
test_dsai_bucket.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\test_dsai_bucket.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,1170,2025-08-31 22:10:33,True,False,uncertain,test_file;uncertain_patterns:1;no_functions_or_classes,0,0,1,2,0,0,40
list_buckets.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\list_buckets.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,834,2025-08-31 22:04:10,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,0,0,1,2,0,0,28
test_s3_access.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\test_s3_access.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,1922,2025-08-31 22:03:38,True,False,uncertain,test_file;uncertain_patterns:1,2,0,1,3,1,0,55
verify_aws_credentials.py,tidyllm\deprecated\session_management\scripts\verify_aws_credentials.py,tidyllm\deprecated\session_management\scripts,406,2025-08-31 21:35:16,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,9
encrypt_credentials.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\encrypt_credentials.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,4741,2025-08-31 19:48:02,True,False,uncertain,uncertain_patterns:1,1,0,1,4,2,0,137
test_s3_upload.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\test_s3_upload.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,1177,2025-08-31 19:17:01,True,False,uncertain,test_file;uncertain_patterns:1;no_imports,2,0,1,0,1,0,39
search_tracker.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\search_tracker.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,18141,2025-08-31 18:04:25,True,False,uncertain,uncertain_patterns:1,0,0,1,5,1,3,390
ui_config.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\ui_config.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,12422,2025-08-31 18:04:13,True,False,uncertain,no_imports,0,0,0,0,4,0,324
search_script_clean.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\search_script_clean.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,10341,2025-08-31 18:01:51,True,False,uncertain,uncertain_patterns:1,3,0,1,5,4,0,276
research_framework.py,tidyllm-vectorqa\tidyllm_vectorqa\yrsn\research_framework.py,tidyllm-vectorqa\tidyllm_vectorqa\yrsn,24771,2025-08-31 15:32:47,True,False,uncertain,standard,1,0,0,4,4,3,583
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa,2255,2025-08-31 15:00:17,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,84
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents,1182,2025-08-31 14:51:53,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,34
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\yrsn\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\yrsn,595,2025-08-31 14:50:55,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,27
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\classification\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\classification,339,2025-08-31 14:44:03,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,13
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction,369,2025-08-31 14:44:03,True,False,uncertain,no_functions_or_classes,0,0,0,2,0,0,14
__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\templates\__init__.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\templates,373,2025-08-31 14:44:03,True,False,uncertain,no_functions_or_classes,0,0,0,1,0,0,14
backend_config.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\backend_config.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,51105,2025-08-31 14:39:09,True,False,uncertain,uncertain_patterns:3,2,0,3,8,2,5,1143
research_framework.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers\research_framework.py,tidyllm-vectorqa\tidyllm_vectorqa\whitepapers,21228,2025-08-31 14:39:09,True,False,uncertain,standard,1,0,0,4,4,3,507
gaussian.py,tidyllm-vectorqa\tidyllm_vectorqa\core\anomaly\gaussian.py,tidyllm-vectorqa\tidyllm_vectorqa\core\anomaly,1468,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,3,0,51
scaled_dot_product.py,tidyllm-vectorqa\tidyllm_vectorqa\core\attention\scaled_dot_product.py,tidyllm-vectorqa\tidyllm_vectorqa\core\attention,5785,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,3,4,0,204
kmeans.py,tidyllm-vectorqa\tidyllm_vectorqa\core\cluster\kmeans.py,tidyllm-vectorqa\tidyllm_vectorqa\core\cluster,2142,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,3,0,65
activations.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core\activations.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core,1437,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,3,4,0,44
losses.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core\losses.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core,1348,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,3,4,0,46
metrics.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core\metrics.py,tidyllm-vectorqa\tidyllm_vectorqa\core\core,733,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,1,2,0,22
pca_power.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp\pca_power.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp,3629,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,3,10,0,118
whiten.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp\whiten.py,tidyllm-vectorqa\tidyllm_vectorqa\core\decomp,399,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,1,0,14
logistic_regression.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models\logistic_regression.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models,1831,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,4,3,0,54
softmax_regression.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models\softmax_regression.py,tidyllm-vectorqa\tidyllm_vectorqa\core\linear_models,2434,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,3,3,0,70
matrix_factorization.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mf\matrix_factorization.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mf,1849,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,4,0,58
gmm_pure.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mixture\gmm_pure.py,tidyllm-vectorqa\tidyllm_vectorqa\core\mixture,4597,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,6,0,142
split.py,tidyllm-vectorqa\tidyllm_vectorqa\core\model_selection\split.py,tidyllm-vectorqa\tidyllm_vectorqa\core\model_selection,1862,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,1,3,0,56
multinomial.py,tidyllm-vectorqa\tidyllm_vectorqa\core\naive_bayes\multinomial.py,tidyllm-vectorqa\tidyllm_vectorqa\core\naive_bayes,1719,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,2,3,0,56
linear.py,tidyllm-vectorqa\tidyllm_vectorqa\core\svm\linear.py,tidyllm-vectorqa\tidyllm_vectorqa\core\svm,1790,2025-08-31 14:39:01,True,False,uncertain,standard,0,0,0,4,3,0,51
test_algos.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests\test_algos.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests,676,2025-08-31 14:39:01,True,False,uncertain,test_file,1,0,0,1,3,0,20
test_gmm_pca_whiten.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests\test_gmm_pca_whiten.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests,1266,2025-08-31 14:39:01,True,False,uncertain,test_file,1,0,0,1,3,0,31
test_nb_anom_mf.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests\test_nb_anom_mf.py,tidyllm-vectorqa\tidyllm_vectorqa\core\tests,825,2025-08-31 14:39:01,True,False,uncertain,test_file,1,0,0,1,3,0,28
classifier.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\classification\classifier.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\classification,10906,2025-08-31 14:35:17,True,False,uncertain,standard,1,0,0,5,0,1,274
metadata.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction\metadata.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction,10889,2025-08-31 14:35:17,True,False,uncertain,standard,0,0,0,3,0,1,263
text.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction\text.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\extraction,7248,2025-08-31 14:35:17,True,False,uncertain,standard,0,0,0,3,0,1,195
business.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\templates\business.py,tidyllm-vectorqa\tidyllm_vectorqa\documents\templates,9246,2025-08-31 14:35:17,True,False,uncertain,standard,0,0,0,5,0,2,221
research_framework.py,tidyllm-whitepapers\streamlit_demo\research_framework.py,tidyllm-whitepapers\streamlit_demo,21228,2025-08-31 14:13:26,True,False,uncertain,standard,1,0,0,4,4,3,507
backend_config.py,tidyllm-whitepapers\streamlit_demo\backend_config.py,tidyllm-whitepapers\streamlit_demo,51105,2025-08-31 13:26:04,True,False,uncertain,uncertain_patterns:3,2,0,3,8,2,5,1143
gateway.py,tidyllm-demos\shared\gateway.py,tidyllm-demos\shared,4526,2025-08-30 19:37:13,True,False,uncertain,standard,1,0,0,3,1,1,116
utils.py,tidyllm-demos\shared\utils.py,tidyllm-demos\shared,2334,2025-08-30 19:37:13,True,False,uncertain,standard,1,0,0,5,7,0,75
live_ticker.py,tidyllm-demos\demos\live-ticker\live_ticker.py,tidyllm-demos\demos\live-ticker,26663,2025-08-30 18:51:56,True,False,uncertain,uncertain_patterns:1,3,0,1,7,3,1,593
run_pipeline.py,tidyllm-heiros\src\research-pipeline\run_pipeline.py,tidyllm-heiros\src\research-pipeline,6537,2025-08-30 15:02:14,True,False,uncertain,uncertain_patterns:1,2,0,1,5,1,0,172
pdf_extractor_embeddings.py,tidyllm-heiros\src\research-pipeline\pdf_extractor_embeddings.py,tidyllm-heiros\src\research-pipeline,21437,2025-08-30 15:00:11,True,False,uncertain,uncertain_patterns:2,1,0,2,15,0,6,574
input_source_nodes.py,tidyllm-heiros\src\electrical-system\input_source_nodes.py,tidyllm-heiros\src\electrical-system,12939,2025-08-30 13:16:28,True,False,uncertain,standard,1,0,0,6,1,6,342
flow_schemas.py,tidyllm-heiros\src\electrical-system\flow_schemas.py,tidyllm-heiros\src\electrical-system,28858,2025-08-30 12:38:13,True,False,uncertain,standard,1,0,0,9,1,10,739
control_signal_nodes.py,tidyllm-heiros\src\electrical-system\control_signal_nodes.py,tidyllm-heiros\src\electrical-system,20111,2025-08-30 12:35:51,True,False,uncertain,standard,1,0,0,5,1,6,498
output_sink_nodes.py,tidyllm-heiros\src\electrical-system\output_sink_nodes.py,tidyllm-heiros\src\electrical-system,17310,2025-08-30 12:31:50,True,False,uncertain,standard,1,0,0,5,1,7,454
simple_viz_demo.py,tidyllm-heiros\src\electrical-system\simple_viz_demo.py,tidyllm-heiros\src\electrical-system,2189,2025-08-30 12:18:09,True,False,uncertain,demo;no_functions_or_classes,1,0,0,3,0,0,68
electrical_workflow_visualizer.py,tidyllm-heiros\src\electrical-system\electrical_workflow_visualizer.py,tidyllm-heiros\src\electrical-system,21202,2025-08-30 12:17:33,True,False,uncertain,standard,1,0,0,6,0,5,556
mcp_electrical_decorators.py,tidyllm-heiros\src\electrical-system\mcp_electrical_decorators.py,tidyllm-heiros\src\electrical-system,23294,2025-08-30 12:11:34,True,False,uncertain,standard,1,0,0,7,3,11,618
dspy_electrical_signatures.py,tidyllm-heiros\src\electrical-system\dspy_electrical_signatures.py,tidyllm-heiros\src\electrical-system,22212,2025-08-30 12:07:30,True,False,uncertain,standard,1,0,0,9,1,11,631
sparse_system.py,tidyllm-heiros\src\sparse-agreement\sparse_system.py,tidyllm-heiros\src\sparse-agreement,27910,2025-08-30 10:51:58,True,False,uncertain,standard,0,0,0,9,0,9,679
hierarchical_dag_manager.py,tidyllm-heiros\src\dag-manager\hierarchical_dag_manager.py,tidyllm-heiros\src\dag-manager,24835,2025-08-30 10:51:39,True,False,uncertain,standard,0,0,0,9,0,12,664
mvr_workflow_example.py,tidyllm-heiros\examples\mvr_workflow_example.py,tidyllm-heiros\examples,18534,2025-08-30 10:51:25,True,False,uncertain,standard,1,0,0,5,4,0,509
status_tracker.py,archive\old-tidyllm-docs\validation\status_tracker.py,archive\old-tidyllm-docs\validation,11697,2025-08-30 01:31:29,True,False,uncertain,standard,1,0,0,6,0,1,305
datatable_compatibility_issues.py,archive\old_archives\benchmarks\datatable_compatibility_issues.py,archive\old_archives\benchmarks,14928,2025-08-29 18:34:23,True,False,uncertain,uncertain_patterns:1,3,0,1,5,13,0,471
datatable_pandas_benchmark.py,archive\old_archives\benchmarks\datatable_pandas_benchmark.py,archive\old_archives\benchmarks,21731,2025-08-29 18:27:29,True,False,uncertain,uncertain_patterns:1,3,0,1,11,2,1,517
enhanced_examples.py,archive\old_archives\older_prototypes\enhanced_examples.py,archive\old_archives\older_prototypes,14591,2025-08-29 18:08:13,True,False,uncertain,standard,1,0,0,5,7,0,356
enhanced_discovery_architecture.py,archive\old_archives\older_prototypes\enhanced_discovery_architecture.py,archive\old_archives\older_prototypes,21699,2025-08-29 18:05:44,True,False,uncertain,standard,0,0,0,9,0,2,545
performance_test.py,archive\old_archives\benchmarks\performance_test.py,archive\old_archives\benchmarks,11516,2025-08-29 17:53:47,True,False,uncertain,test_file,1,0,0,6,5,0,332
datatable_vs_lambda_benchmark.py,archive\old_archives\benchmarks\datatable_vs_lambda_benchmark.py,archive\old_archives\benchmarks,12461,2025-08-29 17:51:52,True,False,uncertain,standard,1,0,0,6,6,0,363
__init__.py,tidyllm-gateway\src\tidyllm_gateway\__init__.py,tidyllm-gateway\src\tidyllm_gateway,6377,2025-08-29 16:47:44,True,False,uncertain,uncertain_patterns:1;no_functions_or_classes,1,0,1,2,0,0,139
classifier.py,tidyllm-documents\tidyllm_documents\classification\classifier.py,tidyllm-documents\tidyllm_documents\classification,10906,2025-08-29 16:47:04,True,False,uncertain,standard,1,0,0,5,0,1,274
stemmer.py,tidyllm-sentence\tidyllm_sentence\utils\stemmer.py,tidyllm-sentence\tidyllm_sentence\utils,7097,2025-08-29 16:46:34,True,False,uncertain,no_imports,0,0,0,0,9,0,265
analysis.py,tidyllm-whitepapers\tidyllm-whitepapers\analysis.py,tidyllm-whitepapers\tidyllm-whitepapers,18288,2025-08-29 15:20:21,True,False,uncertain,standard,0,0,0,8,5,1,442
attachments.py,tidyllm-whitepapers\tidyllm-whitepapers\attachments.py,tidyllm-whitepapers\tidyllm-whitepapers,12275,2025-08-29 15:20:21,True,False,uncertain,standard,1,0,0,5,4,0,314
citations.py,tidyllm-whitepapers\tidyllm-whitepapers\citations.py,tidyllm-whitepapers\tidyllm-whitepapers,19576,2025-08-29 15:20:21,True,False,uncertain,standard,0,0,0,5,10,1,494
core.py,tidyllm-whitepapers\tidyllm-whitepapers\core.py,tidyllm-whitepapers\tidyllm-whitepapers,11191,2025-08-29 15:20:21,True,False,uncertain,standard,0,0,0,5,1,2,321
discovery.py,tidyllm-whitepapers\tidyllm-whitepapers\discovery.py,tidyllm-whitepapers\tidyllm-whitepapers,11831,2025-08-29 15:20:21,True,False,uncertain,standard,0,0,0,5,0,1,300
__init__.py,tidyllm-whitepapers\tidyllm-whitepapers\__init__.py,tidyllm-whitepapers\tidyllm-whitepapers,3540,2025-08-29 15:20:21,True,False,uncertain,no_functions_or_classes,1,0,0,5,0,0,131
base_gateway.py,tidyllm-gateway\src\tidyllm_gateway\core\base_gateway.py,tidyllm-gateway\src\tidyllm_gateway\core,17499,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,9,0,6,491
mlflow_backend.py,tidyllm-gateway\src\tidyllm_gateway\core\mlflow_backend.py,tidyllm-gateway\src\tidyllm_gateway\core,18288,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,6,0,1,480
provider_registry.py,tidyllm-gateway\src\tidyllm_gateway\core\provider_registry.py,tidyllm-gateway\src\tidyllm_gateway\core,22108,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,7,2,6,580
rate_limiter.py,tidyllm-gateway\src\tidyllm_gateway\core\rate_limiter.py,tidyllm-gateway\src\tidyllm_gateway\core,23980,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,7,0,7,644
security.py,tidyllm-gateway\src\tidyllm_gateway\core\security.py,tidyllm-gateway\src\tidyllm_gateway\core,20768,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,8,0,5,547
monitoring.py,tidyllm-gateway\src\tidyllm_gateway\enterprise\monitoring.py,tidyllm-gateway\src\tidyllm_gateway\enterprise,23549,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,9,0,7,631
spend_tracking.py,tidyllm-gateway\src\tidyllm_gateway\enterprise\spend_tracking.py,tidyllm-gateway\src\tidyllm_gateway\enterprise,30959,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,7,0,8,823
database_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways\database_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways,22543,2025-08-29 02:56:44,True,False,uncertain,uncertain_patterns:1,0,0,1,6,0,3,573
file_storage_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways\file_storage_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways,13358,2025-08-29 02:56:44,True,False,uncertain,uncertain_patterns:1,0,0,1,8,0,3,356
llm_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways\llm_gateway.py,tidyllm-gateway\src\tidyllm_gateway\gateways,15824,2025-08-29 02:56:44,True,False,uncertain,standard,0,0,0,4,0,2,406
